director,count
Jean-Claude La Marre,1
Gary David Goldberg,1
Christopher Nolan,1
John Stewart Muller,1
John A. Davis,1
Lucy Cohen,1
John Haptas,1
Leopoldo Aguilar,1
Richard Finn,1
Takuya Igarashi,1
Neeraj Vora,1
Jay Lyons,1
Christopher Loren Ewers,1
Jitender Pawar,1
Tekin Girgin,1
Mike Mills,1
Ham Tran,1
Andrés Beltrán,1
Robert Moresco,1
Fred Wolf,1
Barbara Schroeder,1
Luk Kim-ching,1
Gary Andrews,1
James Ivory,1
Paul Tanter,1
Martín Sastre,1
Maradona Dias Dos Santos,1
Rik Reinholdtsen,1
Pali Yahya,1
Mary Harron,1
Nikhil Nagesh Bhat,1
Harry Baweja,1
Paul Krüger,1
Sam Macaroni,1
Nathanael Wiseman,1
Mark Raso,1
John Ridley,1
Shoojit Sircar,1
Saw Teong Hin,1
Hakan Yonat,1
Bette Gordon,1
Jose Mari Goenaga,1
Mir-Jean Bou Chaaya,1
Harvey Lilley,1
Scott Marshall Smith,1
Jon Rudberg,1
Danny J. Boyle,1
Diego Kaplan,1
Gary Ross,1
Grant Sputore,1
Ellen Weissbrod,1
Robyn Butler,1
Sergio Leone,1
Alex Law,1
Alain Gagnol,1
Tom Forrest,1
Michael Carney,1
Michael Arias,1
Einar Gabbassov,1
Andrew Fleming,1
Simon Savelyev,1
Tanit Jitnukul,1
Aaron Lieber,1
Rima Das,1
Florian Gallenberger,1
Alexandre Reinecke,1
Bassam Tariq,1
Jeff Stilson,1
Anand Tiwari,1
Hepi Mita,1
Chris Eigeman,1
Ben A. Williams,1
Sukum Maetawanitch,1
Carlos Sedes,1
Guntur Soeharjanto,1
Vincent Perez,1
Ricardo Maldonado,1
Andrew Wessels,1
Richard Sears,1
Robert Adetuyi,1
David 'Tosh' Gitonga,1
Miguel Arteta,1
Juan Manuel Cotelo,1
Fellipe Barbosa,1
Owen Trevor,1
Fouad El-Mohandes,1
Amshan Kumar,1
Parthiban,1
Miguel Ángel Lamata,1
Peter Lord,1
Tom Fassaert,1
Yanyong Kuruaungkoul,1
Kaspar Astrup Schröder,1
Akram Farouk,1
Raoul Peck,1
Kasper Collin,1
Judah Friedlander,1
Brian Helgeland,1
Sebastian Jones,1
Ticoy Rodriguez,1
Liz Plonka,1
Lesli Linka Glatter,1
Martin Wood,1
Bhushan Patel,1
Pierfrancesco Diliberto,1
Farhan Alam,1
Mohamed al Salman,1
Julio Medem,1
Leif Tilden,1
Maciej Dejczer,1
César Rodrigues,1
Matthew Hope,1
Hubert Woroniecki,1
Chris Perkel,1
Dani de la Torre,1
Michael Polish,1
Raaghav Dar,1
Yu Yang,1
Mahmood Farooqui,1
Brandon Jones,1
Pete Jacobs,1
Glen Winter,1
Carly Stone,1
Renato De Maria,1
Marti Noxon,1
Brad Rothschild,1
Gary Young,1
Juan José Campanella,1
Bernard Rose,1
James Lee,1
Mark Helfrich,1
Steve Greenwood,1
Daniel McCabe,1
Henry Joost,1
Chris Roland,1
Chris Koch,1
Clay Kaytis,1
Shadae Lamar Smith,1
John R. Leonetti,1
Cyrus Nowrasteh,1
Pawan Kumar,1
Ben Kasulke,1
Brendan Toller,1
Eeshwar Nivas,1
Matt Toronto,1
Keith L. Smith,1
Hiroshi Katagiri,1
Bruce Leddy,1
Salim Akil,1
Brit McAdams,1
Alfonso Arau,1
Sacha Wolff,1
Lana Wilson,1
Frasco Mortiz,1
Keenen Ivory Wayans,1
Krishna Vamshi,1
Ian Samuels,1
Mangesh Kanthale,1
Elliot Silverstein,1
Paco Arango,1
Sarah Kruchowski,1
Christopher Cain,1
Teddy Lussi-Modeste,1
Fabrizio Copano,1
Müfit Can Saçıntı,1
Erik Matti,1
Gabriela García Rivas,1
Dean Wright,1
Ivan Andrew Payawal,1
Alex Stapleton,1
Dax Shepard,1
Sanjib Dey,1
Avinash Arun,1
Christian Zübert,1
Andy Serkis,1
Rajesh Touchriver,1
Kim Joo-hyung,1
Clay Tweel,1
Beth Sleven,1
Franck Ribière,1
Mike Fleiss,1
Volker Arzt,1
James Woodroffe,1
Shinji Aramaki,1
Bryan Fogel,1
Samir Karnik,1
Cheta Chukwu,1
Swapna Waghmare Joshi,1
Jay Grace,1
Barney Clay,1
Adarsh Eshwarappa,1
Leslye Headland,1
Andrew Bergman,1
Michael Winterbottom,1
Benedict Andrews,1
Harry Chaskin,1
Dave Green,1
Aruna Raje,1
Khalid Mohamed,1
Sandy Chronopoulos,1
Anthony Byrne,1
Kevin Peeples,1
Vandana Kataria,1
Jung-woo Park,1
Felix Starck,1
Dustin Hoffman,1
Matt Whitlock,1
Mark Craig,1
Charlotte Zwerin,1
Chen Hung-yi,1
Joey Curtis,1
Marco Risi,1
Yeo Siew Hua,1
John Erick Dowdle,1
Ayumu Watanabe,1
Tom Edmunds,1
Klaus Erik Okstad,1
Brant Sersen,1
Adam Egypt Mortimer,1
Steve Cheng,1
Andrew Dominik,1
Mike Ezuruonye,1
Anita Barbosa,1
Owen Egerton,1
Jesús Torres Torres,1
Bartosz M. Kowalski,1
Chris Butler,1
Charlie Haskell,1
Stephen Cone,1
Julián Hernández,1
Darin Scott,1
Renata Terra,1
Vasan Bala,1
Liu Bang-yao,1
Mark Rosman,1
Simon Baker,1
Gerard McMurray,1
Carlos Bolado,1
Kookie V. Gulati,1
Matt Reeves,1
David Beier,1
Mark Helenowski,1
Drew Casson,1
Chakri Toleti,1
Sylvain Blais,1
Manatsanun Phanlerdwongsakul,1
Kiran Narayanan,1
Rakesh Ranjan Kumar,1
Kazumi Fukushima,1
Jon Greenhalgh,1
Kyle Patrick Alvarez,1
Laurent Cantet,1
Prashant Nair,1
Anoop Sathyan,1
Paul Serafini,1
John Putch,1
Maris Curran,1
Anas Khan,1
Tom O'Dell,1
Macon Blair,1
Lori Kaye,1
Sam Voutas,1
Massy Tadjedin,1
Janet Tobias,1
Yance Ford,1
Derek Yee,1
Jared Moshé,1
William Friedkin,1
Stephen Hopkins,1
Khalid Kashogi,1
Marc Abraham,1
Marc Levin,1
Éric Warin,1
Ana Quiroga,1
Sonia Kennebeck,1
Nicholaus Goossen,1
Uriel Sinai,1
Chandran Narikode,1
Daryl Hannah,1
Sanjiv Jaiswal,1
Luis Prieto,1
Craig Anderson,1
Fernando Coimbra,1
Nora Twomey,1
Karsten Kiilerich,1
Luc Dardenne,1
Linda Otto,1
Rob McKittrick,1
Kenneth Gyang,1
Devashish Makhija,1
Mohamed Khan,1
Joey Kern,1
Lev L. Spiro,1
Kirk Wise,1
Todd Standing,1
Habib Faisal,1
Ryuichi Yagi,1
Ivan Silvestrini,1
Randal Kleiser,1
Allan Ungar,1
Javier Ambrossi,1
Giulio Base,1
Roy Allen Smith,1
Tom Whitworth,1
Josh Izenberg,1
Glenn Miller,1
Peter Ramsey,1
Jonathan Glazer,1
Benjamin Weill,1
Marco Deufemia,1
Bille August,1
David Lowery,1
Biswajeet Bora,1
Mitch Gould,1
Ben Shelton,1
Guilherme Fontes,1
Tanuj Bhramar,1
Katy Chevigny,1
Marcus Nispel,1
Camille Shooshani,1
Fabio Resinaro,1
Vivek Wagh,1
Krishnendu Chattopadhyay,1
Henry Thurlow,1
Michael Samuels,1
John Herzfeld,1
Ossama Abu El Atta,1
Akin Omotoso,1
Shravan Kumar,1
Stuart Rosenberg,1
Rodrigo Toro,1
Gautier & Leduc,1
Gary Binkow,1
Josh Z. Weinstein,1
Will Graham,1
Nelson McCormick,1
Michael Tolajian,1
Alex Gibney,1
Blair Hayes,1
Ryan Moody,1
Chan-sang Lim,1
John Musker,1
Steve Barker,1
Nekfeu,1
Isaac Florentine,1
Otilia Portillo Padua,1
Tarek Abdel Moaty,1
Robert Osman,1
Matthew Miele,1
Susannah Heath-Eves,1
Musthafa,1
Pablo D'Alo Abba,1
Lee Kyoungmi,1
Manish Gupta,1
Jakob Schuh,1
R. Kannan,1
Alex Winter,1
Moinak Biswas,1
Chow Kwun-wai,1
Ariel Vromen,1
Paul Munger,1
Henry Sarwer-Foner,1
Richard Curtis,1
Alfonso Serrano Maturino,1
Rarecho,1
Michael McNamara,1
Daniel Gordon,1
Yasushi Muraki,1
Kevin Kolsch,1
Madhumita,1
Jazz Boon,1
Jean-Simon Chartier,1
Sameer Patil,1
Juan Antonio de la Riva,1
Brian Skiba,1
Bumpy,1
Oliver Frampton,1
Alex Smith,1
Trevor Ryan,1
Andrea Arnold,1
Juan Camilo Pinzon,1
Keiko Yagi,1
Yeung Yat-Tak,1
Kate Melville,1
Dean DeBlois,1
Maria Demeshkina Peek,1
Robb Dipple,1
Diego Luna,1
Nathaniel Warsh,1
Kanwal Sethi,1
Johnny Castuciano,1
Ahsan Rahim,1
Ding-Lin Wang,1
Keith Fulton,1
Rolfe Kanefsky,1
John Mikulak,1
Terry George,1
Alan Yang,1
John Michael McDonagh,1
Antoni Krauze,1
Indrajit Nattoji,1
Picky Talarico,1
Justin Pemberton,1
Drue Metz,1
Gagan Puri,1
Le Van Kiet,1
Glenn Weiss,1
Gordon Chan,1
Sam de Jong,1
Jayaprakash Radhakrishnan,1
Ramsey Nouah,1
Bharat Nalluri,1
David Sampliner,1
Pablo Larraín,1
Yim Pilsung,1
Oliver Schmitz,1
Zune Kwok,1
Jay Russell,1
Amanda Micheli,1
Mike Judge,1
Girish Mohite,1
Manjeet Maan,1
Steve Saint Leger,1
Mat Whitecross,1
Tim Skousen,1
Mitch Dickman,1
Stefon Bristol,1
Reginald Hudlin,1
Kevin Ford,1
Ellen Page,1
Kevin Deters,1
Mike Rossiter,1
Manop Janjarasskul,1
Lee Yoon-jung,1
Rachel Mason,1
Nick Mead,1
Tolu Awobiyi,1
Alice Mathias,1
Denis Villeneuve,1
Nirpal Bhogal,1
Rakshith Thirthahalli,1
Justin Krook,1
Leandro Mark,1
Karim El Sobky,1
Lydia Dean Pilcher,1
Kelly Duane de la Vega,1
Jakob Lass,1
Fredric Lean,1
Casey Suchan,1
Niall Johnson,1
Sarah Smith,1
Justin Lee,1
Park Joon-hwa,1
David McCracken,1
Jonathan Milott,1
Amara Cash,1
Jayan Moodley,1
Melanie Mayron,1
Enrico Bisi,1
Paakhi Tyrewala,1
Bhavik Thakore,1
Robin Aubert,1
Julien Seri,1
Domenico de Feudis,1
Robert Berlinger,1
Philip Einstein Lipski,1
Jonás Trueba,1
Austin Stark,1
Roger Spottiswoode,1
Younuts!,1
Nathan Greno,1
Scott Waugh,1
Juliana Vicente,1
Liu Yi,1
Ajithkumar,1
Carlos Therón,1
Vinil Mathew,1
Lee Daniels,1
Stinus Morell Vithner,1
Dani Levy,1
Nana Ekvtimishvili,1
A. Salaam,1
Advait Chandan,1
Eshom Nelms,1
Svati Chakravarty Bhatkal,1
Iman Brotoseno,1
Álvaro Brechner,1
David Oelhoffen,1
Pepe Bojórquez,1
Gabriela Tagliavini,1
Sharan Sharma,1
Will Allen,1
Ken Marino,1
Tom O'Brien,1
Pippa Ehrlich,1
Atsuko Ishizuka,1
John H. Lee,1
Monique Gardenberg,1
Kevin Munroe,1
Marc Vigil,1
David Chuang,1
Yoon Sung-hyun,1
Fernando Lebrija,1
Chris Baugh,1
Yarrow Cheney,1
Sonny Mallhi,1
Seth Gordon,1
Henrik Ruben Genz,1
Scott Cooper,1
Eleonore Pourriat,1
Billy Lyons,1
Rob LaDuca,1
Frank W Chen,1
Donald Petrie,1
Luke Sparke,1
Adam Schlesinger,1
Tariq Khan,1
Jody Hill,1
Jesse Vile,1
Agustí Villaronga,1
Agasyah Karim,1
Jason Priestley,1
Dylan Mohan Gray,1
Nobuyuki Takeuchi,1
Alberto Arnaut Estrada,1
Shady Ali,1
Samuel D. Pollard,1
Sophie Robinson,1
Syed Atif Ali,1
Jean-Loup Felicioli,1
Marc Pons,1
Lennart Ruff,1
Rikhil Bahadur,1
Shane Acker,1
Victor Levin,1
Lilibet Foster,1
Amy Segal,1
Ahmet Katıksız,1
Jesse Gustafson,1
Michael Mason,1
Jeffrey Schwarz,1
Tony Leondis,1
Wayne Orr,1
Luke Kenny,1
Marcelo Altmark,1
Tony Collingwood,1
Timothy Reckart,1
Norton Virgien,1
Ganesh Kadam,1
Mark Harris,1
Bedabrata Pain,1
Stefan Brogren,1
Brandon Somerhalder,1
Icíar Bollaín,1
Sonia Dauger,1
Malik Nejer,1
James Hawes,1
James Barr,1
Kim Sung-hoon,1
Blayne Weaver,1
Eduardo Mendoza de Echave,1
Mike Diva,1
Richard Loncraine,1
Andrucha Waddington,1
Angelika Sigl,1
Raja Chanda,1
Andreas Johnsen,1
Gary Wheeler,1
Marla M. Ancheta,1
Vincente Minnelli,1
Paul M. Green,1
Oliver Kienle,1
Mohammed Saeed Harib,1
Suresh Pillai,1
Mijke de Jong,1
Mamoru Hosoda,1
Eric Khoo,1
Craig Moss,1
Michael Margolis,1
Fazila Allana,1
Xavier Manrique,1
Jon Watts,1
Hsu Chih-yen,1
Elaine Bogan,1
Jared Stern,1
Asim Raza,1
Sudip Bandyopadhyay,1
Iain Softley,1
Joachim Rønning,1
Jacob LaMendola,1
Jami,1
Sam Fell,1
Jennie Livingston,1
Ramesh Sippy,1
Oren Uziel,1
John Maclean,1
Chang Chin-jung,1
Jennifer Brea,1
Burhan Qurbani,1
Elizabeth Wood,1
Michael Curtiz,1
Tenzing Sonam,1
Amy Poehler,1
Evgeny Afineevsky,1
Shady Hanna,1
Lawrence Kasdan,1
Pierre Deschamps,1
David Guy Levy,1
Mel Stuart,1
Abhinav Shiv Tiwari,1
Alicky Sussman,1
Kranthi Madhav,1
Paul Raschid,1
Sabaah Folayan,1
Saket Behl,1
Seyi Babatope,1
Theo Davies,1
Ritu Sarin,1
Cyrus Saidi,1
Debra Granik,1
Brent Bonacorso,1
Storm Theunissen,1
Sudhish Kamath,1
Gonzalo Bendala,1
Steve Bencich,1
Huang Lei,1
Joe Swanberg,1
Anatole Litvak,1
Megha Ramaswamy,1
Nick Moore,1
Nalan Kumarasamy,1
Gurmmeet Singh,1
Lee Toland Krieger,1
Shaun Mir,1
Roxanne Benjamin,1
Wyatt Cenac,1
James Brown,1
Drew Stone,1
Morgan Matthews,1
Pablo Stoll,1
Tudor Giurgiu,1
Milla Harrison-Hansley,1
Kirati Nakintanon,1
Floyd Russ,1
Rebecca Harrison,1
Tolga Örnek,1
Dhruv Dhawan,1
David Lynch,1
Annie Clark,1
Christian De Vita,1
Bart Freundlich,1
Laura Mulleavy,1
Mark Risley,1
Raja Sen,1
Adrian Murray,1
Michael Fahey,1
Peter DeLuise,1
Ulrike Kofler,1
Laura Terruso,1
Kim Dong-kyu,1
Jeremy Rush,1
Y. Joon Chung,1
Juan Pablo Rebella,1
Mu Chu,1
Pascale Lamche,1
Zsolt Pálfi,1
Yasir Nawaz,1
Hemant Gaba,1
Jovanka Vuckovic,1
Karen Maine,1
Anjum Shahzad,1
Josh Mendoza,1
Mohamed Diab,1
Izidore K. Musallam,1
N. Chandra,1
Abu Bakr Shawky,1
Fritz Böhm,1
Rajshree Ojha,1
Salvador Espinosa,1
Peter Spierig,1
Miguel Ángel Vivas,1
Daniel Monzón,1
Alexandre Espigares,1
Neville Shah,1
Kate Mulleavy,1
Sooni Taraporevala,1
Zach Braff,1
Sung Do-jun,1
Rosa Márquez,1
Paul Dano,1
Michael Blieden,1
Yoo Byung-jae,1
Ivona Juka,1
Damon Davis,1
Amanda Raymond,1
Marta Jaenes,1
Chandra Liow,1
Christopher Louie,1
Mathew Orzel,1
Marek Kanievska,1
Majid Al Ansari,1
Michael Spierig,1
Funke Akindele,1
Heidi Brandenburg,1
Liu Kuang-hui,1
Tommy Wirkola,1
Chandra Prakash Dwivedi,1
Sandeep Mohan,1
Colin Minihan,1
